transaction_id,user_id,product_id,category,amount,quantity,date,payment_method,status,country
TXN-002267,USR-0222,PRD-0174,Libros,1620.17,1,2024-04-18 00:00:00,transferencia,reembolsada,BR
TXN-002268,USR-0225,PRD-0130,Hogar,799.08,7,2024-04-23 00:00:00,tarjeta_credito,cancelada,CO
TXN-002269,USR-0381,PRD-0092,Electrónica,1059.23,3,2024-03-25 00:00:00,tarjeta_debito,reembolsada,AR
TXN-002270,USR-0074,PRD-0084,Ropa,976.2,5,2024-10-03 00:00:00,billetera_digital,pendiente,CL
TXN-002271,USR-0091,PRD-0050,Juguetes,482.69,7,2024-06-29 00:00:00,transferencia,reembolsada,CL
TXN-002272,USR-0203,PRD-0044,Libros,772.84,9,2024-11-11 00:00:00,transferencia,cancelada,MX
TXN-002273,USR-0349,PRD-0195,Libros,721.09,7,2024-02-14 00:00:00,transferencia,cancelada,PE
TXN-002274,USR-0336,PRD-0061,Libros,495.9,7,2024-08-28 00:00:00,tarjeta_credito,pendiente,AR
TXN-002275,USR-0497,PRD-0064,Libros,-112.83,3,2024-02-09 00:00:00,tarjeta_credito,cancelada,CL
TXN-002276,USR-0051,PRD-0094,Electrónica,1856.43,7,2024-12-13 00:00:00,tarjeta_credito,pendiente,CO
TXN-002277,USR-0282,PRD-0153,Deportes,375.41,3,2024-05-05 00:00:00,efectivo,reembolsada,CO
TXN-002278,USR-0008,PRD-0002,Juguetes,211.29,2,2024-06-24 00:00:00,tarjeta_debito,pendiente,MX
TXN-002279,USR-0112,PRD-0131,Deportes,228.35,6,2024-08-10 00:00:00,tarjeta_credito,reembolsada,CL
TXN-002280,USR-0232,PRD-0003,Ropa,1066.54,1,2024-11-15 00:00:00,billetera_digital,completada,PE
TXN-002281,USR-0322,PRD-0183,Electrónica,358.26,2,2024-01-13 00:00:00,billetera_digital,pendiente,BR
TXN-002282,USR-0350,PRD-0189,Ropa,1423.09,6,2024-03-24 00:00:00,tarjeta_credito,completada,PE
TXN-002283,USR-0271,PRD-0191,Deportes,988.72,2,2024-02-27 00:00:00,efectivo,reembolsada,PE
TXN-001673,USR-0097,PRD-0130,Hogar,1508.27,4,2024-01-21 00:00:00,transferencia,completada,MX
TXN-002285,USR-0145,PRD-0173,Categoría_Inválida,1584.09,9,2024-12-06 00:00:00,efectivo,cancelada,CL
TXN-002286,USR-0084,PRD-0141,Deportes,893.72,8,2024-11-08 00:00:00,tarjeta_credito,pendiente,BR
TXN-002287,USR-0151,PRD-0011,Libros,465.35,1,2024-08-14 00:00:00,billetera_digital,reembolsada,BR
TXN-002288,USR-0014,PRD-0031,Libros,1815.64,6,2024-02-02 00:00:00,transferencia,completada,AR
TXN-002289,USR-0038,PRD-0159,Hogar,59.91,7,2024-08-28 00:00:00,transferencia,reembolsada,BR
TXN-002290,USR-0202,PRD-0070,Deportes,1133.91,9,2024-12-02 00:00:00,transferencia,completada,BR
TXN-002291,USR-0153,PRD-0140,Ropa,1085.28,2,2024-02-21 00:00:00,transferencia,cancelada,CO
TXN-002292,USR-0225,PRD-0107,Libros,1721.16,10,2024-09-04 00:00:00,tarjeta_debito,completada,MX
TXN-002293,USR-0248,PRD-0120,Electrónica,258.74,4,2024-06-28 00:00:00,transferencia,reembolsada,AR
TXN-002294,USR-0166,PRD-0049,Electrónica,1234.92,10,2024-05-17 00:00:00,billetera_digital,reembolsada,MX
TXN-002295,USR-0235,PRD-0044,Ropa,430.71,8,2024-03-24 00:00:00,transferencia,completada,PE
TXN-002296,USR-0341,PRD-0109,Libros,1600.02,7,2024-03-10 00:00:00,tarjeta_debito,pendiente,CO
TXN-002297,USR-0364,PRD-0062,Libros,1466.35,8,2024-03-20 00:00:00,transferencia,pendiente,MX
TXN-002298,USR-0323,PRD-0041,Electrónica,822.61,5,2024-12-19 00:00:00,tarjeta_credito,cancelada,AR
TXN-002299,USR-0176,PRD-0046,Deportes,424.35,9,2024-04-21 00:00:00,efectivo,completada,MX
TXN-002300,USR-0061,PRD-0190,Juguetes,1886.65,5,2024-02-23 00:00:00,transferencia,cancelada,PE
TXN-002301,USR-0086,PRD-0196,Juguetes,1108.87,3,2024-07-12 00:00:00,tarjeta_credito,cancelada,PE
TXN-002302,USR-0209,PRD-0070,Juguetes,1221.29,7,2024-09-13 00:00:00,tarjeta_debito,cancelada,AR
TXN-002303,USR-0319,PRD-0159,Deportes,749.94,2,2024-02-01 00:00:00,tarjeta_credito,cancelada,BR
TXN-002304,USR-0439,PRD-0072,Libros,355.67,4,2024-10-12 00:00:00,transferencia,pendiente,CL
TXN-002305,USR-0129,PRD-0104,Ropa,1485.83,7,2024-01-25 00:00:00,tarjeta_credito,cancelada,CL
TXN-002306,USR-0303,PRD-0100,Electrónica,755.86,7,2024-06-07 00:00:00,tarjeta_debito,completada,CO
TXN-002307,USR-0019,PRD-0099,Deportes,155.98,8,2024-02-22 00:00:00,tarjeta_debito,cancelada,
TXN-002308,USR-0213,PRD-0012,Categoría_Inválida,509.38,8,2024-11-13 00:00:00,billetera_digital,pendiente,CL
TXN-002309,USR-0201,PRD-0021,Juguetes,1234.58,6,2024-07-21 00:00:00,billetera_digital,reembolsada,MX
TXN-002310,USR-0332,PRD-0018,Hogar,1676.46,7,2024-09-07 00:00:00,billetera_digital,reembolsada,MX
TXN-002311,USR-0361,PRD-0083,Juguetes,1734.41,6,2024-04-19 00:00:00,efectivo,pendiente,CL
TXN-002312,USR-0295,PRD-0121,Libros,1282.98,4,2024-08-28 00:00:00,tarjeta_credito,completada,AR
TXN-002313,USR-0275,PRD-0027,Hogar,1634.8,1,2024-08-10 00:00:00,tarjeta_debito,cancelada,BR
TXN-002314,USR-0197,PRD-0109,Libros,838.87,8,2024-09-05 00:00:00,tarjeta_credito,pendiente,CL
TXN-002315,USR-0085,PRD-0170,Hogar,1677.08,2,2024-03-07 00:00:00,transferencia,cancelada,MX
TXN-002316,USR-0120,PRD-0083,Ropa,673.4,4,2024-10-29 00:00:00,efectivo,reembolsada,MX
TXN-002317,USR-0459,PRD-0058,Hogar,1120.7,6,2024-06-18 00:00:00,tarjeta_debito,cancelada,BR
TXN-002318,USR-0235,PRD-0152,Electrónica,165.5,6,2024-09-02 00:00:00,tarjeta_debito,cancelada,CO
TXN-002319,USR-0403,PRD-0160,Hogar,1357.61,10,2024-04-24 00:00:00,transferencia,cancelada,CL
TXN-002320,USR-0046,PRD-0088,Electrónica,1882.75,7,2024-06-12 00:00:00,billetera_digital,cancelada,AR
TXN-002321,USR-0247,PRD-0097,Hogar,322.89,2,2024-03-26 00:00:00,tarjeta_credito,cancelada,CO
TXN-002322,USR-0454,PRD-0105,Libros,1198.04,4,2024-11-29 00:00:00,transferencia,pendiente,BR
TXN-002323,USR-0365,PRD-0157,Electrónica,1609.09,1,2024-12-12 00:00:00,billetera_digital,cancelada,CL
TXN-002324,USR-0215,PRD-0168,Deportes,109.39,1,2024-02-14 00:00:00,billetera_digital,completada,BR
TXN-002325,USR-0124,PRD-0107,Juguetes,1863.67,8,2024-08-01 00:00:00,efectivo,reembolsada,MX
TXN-002326,USR-0030,PRD-0054,Libros,222.54,5,2024-02-26 00:00:00,tarjeta_credito,pendiente,AR
TXN-002327,USR-0121,PRD-0013,Juguetes,1502.46,4,2024-02-12 00:00:00,tarjeta_credito,cancelada,PE
TXN-002328,USR-0015,PRD-0119,Deportes,501.55,7,2024-02-24 00:00:00,tarjeta_credito,cancelada,PE
TXN-002329,USR-0478,PRD-0108,Libros,1968.16,5,2024-10-23 00:00:00,tarjeta_credito,pendiente,CL
TXN-002330,USR-0245,PRD-0044,Juguetes,68.12,6,2024-08-24 00:00:00,tarjeta_debito,cancelada,PE
TXN-002331,USR-0287,PRD-0155,Libros,1340.12,10,2024-11-04 00:00:00,tarjeta_credito,reembolsada,MX
TXN-002332,USR-0362,PRD-0180,Hogar,1672.59,5,2024-06-13 00:00:00,billetera_digital,completada,CL
TXN-002333,USR-0447,PRD-0040,Juguetes,1053.11,6,2024-01-05 00:00:00,billetera_digital,reembolsada,PE
TXN-002334,USR-0064,PRD-0176,Deportes,1877.83,10,2024-09-07 00:00:00,transferencia,completada,PE
TXN-002335,USR-0354,PRD-0080,Deportes,967.63,8,2024-08-04 00:00:00,tarjeta_debito,completada,AR
TXN-002336,,PRD-0125,Ropa,1603.98,7,2024-06-14 00:00:00,efectivo,cancelada,AR
TXN-002337,USR-0342,PRD-0052,Libros,1509.13,9,2024-06-30 00:00:00,efectivo,reembolsada,PE
TXN-002338,USR-0240,PRD-0029,Hogar,1671.87,2,2024-10-25 00:00:00,tarjeta_credito,pendiente,BR
TXN-002339,USR-0328,PRD-0004,Hogar,627.85,2,2024-04-16 00:00:00,efectivo,pendiente,MX
TXN-002340,USR-0262,PRD-0039,Libros,808.78,2,2024-08-07 00:00:00,efectivo,cancelada,BR
TXN-002341,USR-0284,PRD-0078,Libros,1507.57,10,2024-02-13 00:00:00,tarjeta_debito,completada,CO
TXN-002342,USR-0105,PRD-0100,Ropa,361.68,10,2024-03-09 00:00:00,tarjeta_credito,pendiente,CO
TXN-002343,USR-0006,PRD-0029,Ropa,1946.08,2,2024-08-05 00:00:00,tarjeta_credito,cancelada,AR
TXN-002344,,PRD-0039,Electrónica,827.04,8,2024-09-08 00:00:00,efectivo,cancelada,PE
TXN-002345,USR-0001,PRD-0077,Juguetes,71.63,3,2024-03-06 00:00:00,billetera_digital,pendiente,MX
TXN-002346,USR-0106,PRD-0192,Ropa,1367.34,6,2024-10-12 00:00:00,tarjeta_debito,completada,PE
TXN-001119,USR-0345,PRD-0181,Hogar,1011.65,3,2024-04-12 00:00:00,tarjeta_credito,completada,AR
TXN-002348,USR-0249,PRD-0155,Ropa,1275.46,7,2024-11-11 00:00:00,tarjeta_debito,completada,AR
TXN-002349,USR-0298,PRD-0132,Electrónica,385.8,8,2024-12-07 00:00:00,transferencia,completada,CO
TXN-002350,USR-0353,PRD-0051,Electrónica,1320.64,5,2024-12-18 00:00:00,transferencia,reembolsada,CL
TXN-002351,USR-0417,PRD-0188,Hogar,806.21,1,2024-12-24 00:00:00,efectivo,cancelada,PE
TXN-002352,USR-0037,PRD-0129,Juguetes,1199.19,9,2024-01-03 00:00:00,tarjeta_credito,cancelada,PE
TXN-002353,USR-0138,PRD-0148,Deportes,1452.04,6,2024-03-11 00:00:00,tarjeta_debito,pendiente,CO
TXN-002354,USR-0168,PRD-0169,Libros,1333.15,3,2024-05-14 00:00:00,transferencia,pendiente,BR
TXN-002355,USR-0164,PRD-0118,Deportes,1727.02,4,2024-08-11 00:00:00,transferencia,completada,CL
TXN-002356,USR-0047,PRD-0179,Hogar,1440.81,9,2024-10-15 00:00:00,transferencia,pendiente,CL
TXN-002357,USR-0146,PRD-0023,Deportes,62.35,9,2024-07-28 00:00:00,billetera_digital,reembolsada,CO
TXN-002358,USR-0015,PRD-0058,Juguetes,430.11,2,2024-10-22 00:00:00,efectivo,reembolsada,AR
TXN-002359,USR-0103,PRD-0166,Hogar,1548.92,7,2024-08-23 00:00:00,billetera_digital,completada,BR
TXN-002360,USR-0147,PRD-0050,Deportes,957.15,7,2024-05-04 00:00:00,transferencia,completada,BR
TXN-002361,USR-0218,PRD-0141,Deportes,1492.78,1,2024-09-14 00:00:00,tarjeta_credito,completada,MX
TXN-002362,USR-0496,PRD-0151,Deportes,1678.4,6,2024-09-17 00:00:00,tarjeta_credito,cancelada,MX
TXN-002363,USR-0151,PRD-0099,Hogar,1217.18,1,2024-10-23 00:00:00,tarjeta_credito,reembolsada,PE
TXN-002364,USR-0226,PRD-0195,Juguetes,618.75,4,2024-04-28 00:00:00,tarjeta_credito,cancelada,CL
TXN-002365,USR-0295,PRD-0097,Libros,438.85,1,2024-12-04 00:00:00,transferencia,pendiente,CL
TXN-002366,USR-0299,PRD-0168,Hogar,1202.73,1,2024-10-22 00:00:00,tarjeta_debito,cancelada,PE
TXN-002367,USR-0019,PRD-0187,Ropa,494.56,8,2024-07-18 00:00:00,tarjeta_credito,reembolsada,BR
TXN-002368,USR-0459,PRD-0019,Hogar,34.37,10,2024-04-21 00:00:00,transferencia,cancelada,BR
TXN-002369,USR-0262,PRD-0051,Ropa,1381.47,4,2024-08-17 00:00:00,tarjeta_debito,reembolsada,AR
TXN-002370,USR-0242,PRD-0032,Hogar,1118.92,2,2024-02-23 00:00:00,efectivo,reembolsada,CO
TXN-002371,USR-0232,PRD-0127,Ropa,1975.09,9,2024-01-18 00:00:00,tarjeta_credito,pendiente,CO
TXN-002372,USR-0018,PRD-0092,Ropa,477.22,4,2024-09-07 00:00:00,tarjeta_credito,pendiente,PE
TXN-002373,USR-0194,PRD-0083,Deportes,129.22,5,2024-05-12 00:00:00,tarjeta_credito,cancelada,CO
TXN-002374,USR-0228,PRD-0185,Hogar,1356.17,9,2024-06-14 00:00:00,efectivo,completada,PE
TXN-002375,USR-0474,PRD-0027,Hogar,1471.89,4,2024-06-25 00:00:00,efectivo,reembolsada,CO
TXN-002376,USR-0189,PRD-0016,Libros,19.48,4,2024-02-04 00:00:00,tarjeta_debito,cancelada,BR
TXN-002377,USR-0164,PRD-0131,Electrónica,498.0,6,2024-04-15 00:00:00,billetera_digital,pendiente,PE
TXN-002378,USR-0143,PRD-0197,Electrónica,678.66,6,2024-11-22 00:00:00,tarjeta_debito,completada,AR
TXN-002379,USR-0347,PRD-0190,Ropa,928.51,9,2024-03-23 00:00:00,billetera_digital,reembolsada,CO
TXN-002380,USR-0214,PRD-0186,Ropa,1265.56,9,2024-08-28 00:00:00,efectivo,pendiente,CL
TXN-002381,USR-0471,PRD-0032,Ropa,358.53,5,2024-03-30 00:00:00,tarjeta_debito,pendiente,BR
TXN-000842,USR-0124,PRD-0176,Juguetes,190.49,5,2024-10-03 00:00:00,transferencia,pendiente,CL
TXN-002383,USR-0206,PRD-0058,Ropa,1010.67,4,2024-11-09 00:00:00,criptomoneda,reembolsada,PE
TXN-002384,USR-0052,PRD-0110,Libros,1168.84,3,2024-07-06 00:00:00,efectivo,pendiente,CO
TXN-002385,USR-0150,PRD-0161,Deportes,773.82,9,2024-03-30 00:00:00,billetera_digital,pendiente,PE
TXN-002386,USR-0406,PRD-0167,Deportes,934.19,4,2024-04-13 00:00:00,billetera_digital,cancelada,CL
TXN-002387,USR-0496,PRD-0039,Electrónica,472.0,7,2024-05-25 00:00:00,efectivo,cancelada,BR
TXN-002388,USR-0123,PRD-0066,Juguetes,445.92,1,2024-12-31 00:00:00,tarjeta_credito,reembolsada,CO
TXN-002389,USR-0498,PRD-0037,Hogar,1674.33,5,2024-06-18 00:00:00,efectivo,pendiente,PE
TXN-002390,USR-0054,PRD-0163,Categoría_Inválida,625.09,1,2024-07-31 00:00:00,tarjeta_credito,pendiente,CL
TXN-002391,USR-0327,PRD-0027,Libros,1320.58,10,2024-07-13 00:00:00,tarjeta_debito,cancelada,CL
TXN-002392,USR-0280,PRD-0140,Deportes,1747.41,3,2024-01-29 00:00:00,transferencia,pendiente,PE
TXN-002393,USR-0381,PRD-0066,Electrónica,922.37,1,2024-11-11 00:00:00,tarjeta_credito,pendiente,BR
TXN-002394,USR-0477,PRD-0192,Deportes,868.01,9,2024-12-02 00:00:00,tarjeta_credito,reembolsada,MX
TXN-002395,USR-0183,PRD-0066,Electrónica,342.24,9,2024-10-23 00:00:00,tarjeta_credito,pendiente,BR
TXN-002396,USR-0403,PRD-0168,Libros,1173.43,6,2024-07-19 00:00:00,tarjeta_credito,pendiente,CO
TXN-002397,USR-0436,PRD-0084,Deportes,1473.6,3,2024-02-02 00:00:00,billetera_digital,cancelada,AR
TXN-002398,USR-0087,PRD-0094,Ropa,973.2,3,2024-04-27 00:00:00,transferencia,cancelada,BR
TXN-002399,USR-0202,PRD-0091,Libros,1168.48,9,2024-01-10 00:00:00,tarjeta_credito,reembolsada,CL
TXN-002400,USR-0126,PRD-0033,Electrónica,1031.17,6,2024-05-19 00:00:00,billetera_digital,reembolsada,MX
TXN-002401,USR-0061,PRD-0143,Ropa,933.78,1,2024-05-27 00:00:00,billetera_digital,pendiente,BR
TXN-002402,USR-0482,PRD-0065,Electrónica,60.1,6,2024-09-15 00:00:00,billetera_digital,reembolsada,CO
TXN-002403,USR-0400,PRD-0072,Deportes,-432.58,7,2024-05-29 00:00:00,efectivo,cancelada,CL
TXN-002404,USR-0099,PRD-0112,Ropa,1002.64,3,2024-10-26 00:00:00,tarjeta_credito,cancelada,AR
TXN-002405,USR-0010,PRD-0036,Juguetes,657.89,6,2024-08-02 00:00:00,billetera_digital,completada,BR
TXN-002406,USR-0241,PRD-0134,Hogar,299.79,9,2024-09-06 00:00:00,transferencia,pendiente,PE
TXN-002407,USR-0006,PRD-0054,Hogar,481.42,7,2024-06-26 00:00:00,billetera_digital,reembolsada,MX
TXN-002408,USR-0044,PRD-0066,Libros,978.18,8,2024-09-07 00:00:00,efectivo,reembolsada,PE
TXN-002409,USR-0214,PRD-0118,Libros,620.75,7,2024-09-02 00:00:00,tarjeta_debito,reembolsada,CL
TXN-002410,USR-0129,PRD-0006,Ropa,1817.14,10,2024-01-11 00:00:00,tarjeta_credito,reembolsada,MX
TXN-002411,USR-0456,PRD-0055,Juguetes,1823.9,9,2024-12-04 00:00:00,tarjeta_credito,reembolsada,PE
TXN-002412,USR-0260,PRD-0119,Deportes,495.25,2,2024-06-18 00:00:00,billetera_digital,reembolsada,CL
TXN-002413,USR-0415,PRD-0123,Libros,1664.0,3,2024-03-01 00:00:00,efectivo,cancelada,AR
TXN-002414,USR-0299,PRD-0017,Deportes,52.64,2,2024-10-13 00:00:00,transferencia,pendiente,AR
TXN-002415,USR-0110,PRD-0117,Ropa,248.83,10,2024-09-09 00:00:00,efectivo,cancelada,BR
TXN-002416,USR-0384,PRD-0079,Categoría_Inválida,119.16,1,2024-01-24 00:00:00,tarjeta_credito,completada,MX
TXN-002417,USR-0394,PRD-0156,Libros,822.84,3,2024-06-18 00:00:00,transferencia,pendiente,AR
TXN-002418,USR-0302,PRD-0183,Juguetes,1198.82,6,2024-11-01 00:00:00,tarjeta_debito,reembolsada,MX
TXN-002419,USR-0482,PRD-0094,Deportes,1672.79,4,2024-02-04 00:00:00,transferencia,pendiente,BR
TXN-002420,USR-0366,PRD-0152,Deportes,1386.71,2,2024-07-24 00:00:00,criptomoneda,completada,AR
TXN-002421,USR-0494,PRD-0041,Electrónica,94.44,2,2024-09-10 00:00:00,tarjeta_debito,reembolsada,CL
TXN-002422,USR-0452,PRD-0115,Juguetes,1470.23,8,2024-06-15 00:00:00,criptomoneda,cancelada,BR
TXN-002423,USR-0312,PRD-0007,Ropa,1023.93,8,2024-07-22 00:00:00,tarjeta_debito,reembolsada,BR
TXN-002424,USR-0037,PRD-0102,Ropa,1149.53,5,2024-09-04 00:00:00,efectivo,completada,CO
TXN-002425,USR-0263,PRD-0041,Electrónica,1364.42,1,2024-06-12 00:00:00,transferencia,completada,AR
TXN-002426,USR-0132,PRD-0008,Deportes,453.64,3,2024-12-30 00:00:00,efectivo,reembolsada,MX
TXN-002427,,PRD-0060,Ropa,556.15,2,2024-10-16 00:00:00,transferencia,pendiente,PE
TXN-002428,USR-0239,PRD-0141,Hogar,1108.49,9,2024-04-24 00:00:00,tarjeta_debito,reembolsada,CO
TXN-002429,USR-0468,PRD-0168,Hogar,714.44,3,2024-01-16 00:00:00,transferencia,cancelada,CL
TXN-002430,USR-0319,PRD-0096,Deportes,1063.67,5,2024-04-07 00:00:00,billetera_digital,reembolsada,MX
TXN-002431,USR-0448,PRD-0103,Deportes,50.89,3,2024-07-06 00:00:00,billetera_digital,reembolsada,MX
TXN-002432,USR-0244,PRD-0134,Hogar,436.54,3,2024-05-08 00:00:00,transferencia,completada,PE
TXN-002433,USR-0082,PRD-0029,Hogar,834.34,5,2024-03-17 00:00:00,efectivo,cancelada,AR
TXN-002434,USR-0134,PRD-0199,Juguetes,1353.34,1,2024-02-25 00:00:00,efectivo,completada,PE
TXN-002435,USR-0285,PRD-0154,Juguetes,502.89,5,2024-11-27 00:00:00,tarjeta_credito,pendiente,PE
TXN-002436,USR-0308,PRD-0064,Categoría_Inválida,29.4,6,2024-11-07 00:00:00,transferencia,completada,MX
TXN-002437,USR-0365,PRD-0007,Electrónica,1106.18,1,2024-12-29 00:00:00,billetera_digital,reembolsada,PE
TXN-002438,USR-0493,PRD-0028,Electrónica,195.33,10,2024-03-11 00:00:00,tarjeta_credito,pendiente,MX
TXN-002439,USR-0425,PRD-0109,Ropa,1011.93,6,2024-07-22 00:00:00,tarjeta_credito,reembolsada,MX
TXN-002440,USR-0402,PRD-0068,Juguetes,1449.04,3,2024-03-17 00:00:00,criptomoneda,pendiente,MX
TXN-002441,USR-0496,PRD-0176,Juguetes,1803.11,7,2024-09-19 00:00:00,tarjeta_debito,completada,PE
TXN-002442,USR-0156,PRD-0061,Libros,1351.15,2,2024-09-27 00:00:00,billetera_digital,cancelada,AR
TXN-002443,USR-0012,PRD-0121,Hogar,1786.8,9,2024-02-18 00:00:00,efectivo,completada,BR
TXN-002444,USR-0430,PRD-0200,Hogar,641.87,9,2024-09-15 00:00:00,tarjeta_debito,cancelada,CL
TXN-002445,USR-0325,PRD-0072,Juguetes,1278.49,6,2024-03-04 00:00:00,tarjeta_credito,reembolsada,MX
TXN-002446,USR-0190,PRD-0171,Deportes,1620.66,7,2024-07-31 00:00:00,tarjeta_credito,pendiente,AR
TXN-002447,USR-0106,PRD-0157,Juguetes,1505.43,6,2024-10-14 00:00:00,tarjeta_credito,pendiente,AR
TXN-002448,,PRD-0117,Juguetes,1946.35,10,2024-01-10 00:00:00,efectivo,cancelada,AR
TXN-002449,USR-0143,PRD-0025,Juguetes,564.47,2,2024-05-02 00:00:00,tarjeta_credito,reembolsada,BR
TXN-002450,USR-0294,PRD-0164,Deportes,844.64,5,2024-03-10 00:00:00,tarjeta_credito,completada,CL
TXN-002451,USR-0261,PRD-0065,Deportes,1692.52,1,2024-08-16 00:00:00,efectivo,cancelada,AR
TXN-002452,USR-0145,PRD-0037,Ropa,1183.35,3,2024-09-09 00:00:00,tarjeta_debito,reembolsada,MX
TXN-002453,USR-0085,PRD-0028,Libros,1051.55,2,2024-09-26 00:00:00,tarjeta_credito,pendiente,AR
TXN-002454,USR-0203,PRD-0183,Deportes,1084.5,5,2024-12-07 00:00:00,transferencia,pendiente,PE
TXN-002455,USR-0386,PRD-0122,Deportes,1152.88,4,2024-06-23 00:00:00,tarjeta_credito,pendiente,MX
TXN-002456,USR-0215,PRD-0183,Juguetes,948.93,7,2024-08-19 00:00:00,tarjeta_credito,reembolsada,CO
TXN-002457,USR-0116,PRD-0147,Juguetes,581.86,10,2024-02-28 00:00:00,transferencia,reembolsada,BR
TXN-002458,USR-0045,PRD-0159,Ropa,989.16,3,2024-10-25 00:00:00,transferencia,cancelada,PE
TXN-002459,USR-0348,PRD-0119,Juguetes,957.9,3,2024-01-11 00:00:00,tarjeta_credito,completada,CL
TXN-002460,USR-0419,PRD-0105,Libros,116.36,2,2024-06-23 00:00:00,billetera_digital,completada,CO
TXN-002461,USR-0402,PRD-0172,Electrónica,-144.13,6,2024-04-03 00:00:00,tarjeta_debito,reembolsada,BR
TXN-002462,USR-0355,PRD-0151,Deportes,699.79,10,2024-01-23 00:00:00,transferencia,completada,PE
TXN-002463,USR-0033,PRD-0047,Hogar,412.14,6,2024-07-10 00:00:00,efectivo,reembolsada,MX
TXN-002464,USR-0067,PRD-0100,Hogar,1064.53,1,2024-06-02 00:00:00,billetera_digital,reembolsada,MX
TXN-000990,USR-0459,PRD-0176,Libros,60.66,2,2024-11-01 00:00:00,transferencia,reembolsada,BR
TXN-002466,USR-0255,PRD-0172,Ropa,1587.52,2,2024-03-28 00:00:00,tarjeta_debito,cancelada,PE
TXN-002467,USR-0377,PRD-0013,Hogar,1514.58,10,2024-07-04 00:00:00,efectivo,reembolsada,MX
TXN-002468,USR-0287,PRD-0195,Electrónica,1322.71,4,2024-08-24 00:00:00,transferencia,reembolsada,CL
TXN-002469,USR-0134,PRD-0157,Libros,410.01,4,2024-03-31 00:00:00,efectivo,cancelada,MX
TXN-002470,USR-0391,PRD-0010,Electrónica,1259.46,7,2024-01-09 00:00:00,efectivo,pendiente,BR
TXN-002471,USR-0028,PRD-0092,Deportes,518.69,8,2024-12-30 00:00:00,tarjeta_credito,cancelada,PE
TXN-002472,USR-0335,PRD-0094,Ropa,1747.42,8,2024-11-19 00:00:00,efectivo,cancelada,CO
TXN-002473,USR-0392,PRD-0153,Juguetes,1088.71,8,2024-06-01 00:00:00,billetera_digital,completada,AR
TXN-002474,USR-0197,PRD-0156,Electrónica,651.99,3,2024-01-05 00:00:00,tarjeta_debito,pendiente,BR
TXN-002475,USR-0066,PRD-0101,Ropa,942.46,1,2024-10-06 00:00:00,transferencia,completada,CO
TXN-002476,USR-0312,PRD-0018,Ropa,1401.07,2,2024-07-30 00:00:00,efectivo,reembolsada,MX
TXN-002477,USR-0080,PRD-0057,Hogar,1765.94,6,2024-08-11 00:00:00,tarjeta_debito,pendiente,BR
TXN-002478,USR-0409,PRD-0061,Ropa,1086.79,10,2024-04-09 00:00:00,billetera_digital,reembolsada,AR
TXN-002479,USR-0436,PRD-0189,Deportes,554.68,1,2024-09-23 00:00:00,tarjeta_credito,completada,MX
TXN-002480,USR-0280,PRD-0013,Deportes,632.87,6,2024-06-22 00:00:00,tarjeta_credito,cancelada,CL
TXN-001256,USR-0422,PRD-0108,Deportes,1607.63,8,2024-08-16 00:00:00,billetera_digital,reembolsada,CO
TXN-002482,USR-0391,PRD-0085,Ropa,468.71,8,2024-04-27 00:00:00,efectivo,pendiente,BR
TXN-002483,USR-0258,PRD-0030,Electrónica,690.51,8,2024-11-23 00:00:00,transferencia,cancelada,AR
TXN-002484,USR-0164,PRD-0163,Categoría_Inválida,947.0,1,2024-11-24 00:00:00,tarjeta_debito,completada,PE
TXN-002485,USR-0497,PRD-0105,Libros,1065.73,6,2024-02-17 00:00:00,transferencia,reembolsada,AR
TXN-002486,USR-0315,PRD-0113,Libros,700.8,5,2024-12-14 00:00:00,transferencia,reembolsada,CL
TXN-002487,USR-0130,PRD-0068,Juguetes,1202.25,7,2024-04-02 00:00:00,transferencia,reembolsada,MX
TXN-002488,USR-0041,PRD-0037,Hogar,1030.91,7,2024-11-13 00:00:00,billetera_digital,reembolsada,CO
TXN-002489,USR-0435,PRD-0057,Ropa,1628.14,1,2024-01-07 00:00:00,transferencia,completada,CO
TXN-002490,USR-0017,PRD-0083,Electrónica,1143.73,3,2024-12-02 00:00:00,efectivo,completada,AR
TXN-002491,USR-0453,PRD-0015,Deportes,673.13,4,2024-08-29 00:00:00,billetera_digital,completada,AR
TXN-002492,USR-0062,PRD-0153,Electrónica,1051.17,6,2024-10-09 00:00:00,efectivo,pendiente,CO
TXN-002493,USR-0241,PRD-0117,Juguetes,1626.1,7,2024-10-18 00:00:00,billetera_digital,reembolsada,MX
TXN-002494,USR-0405,PRD-0194,Juguetes,585.38,1,2024-07-23 00:00:00,billetera_digital,completada,CL
TXN-002495,USR-0364,PRD-0047,Ropa,810.12,9,2024-05-01 00:00:00,billetera_digital,cancelada,BR
TXN-002496,USR-0035,PRD-0118,Ropa,1168.52,8,2024-06-10 00:00:00,billetera_digital,reembolsada,PE
TXN-002497,USR-0254,PRD-0085,Ropa,1381.67,6,2024-11-12 00:00:00,tarjeta_debito,reembolsada,PE
TXN-002498,USR-0233,PRD-0190,Electrónica,699.05,1,2024-04-03 00:00:00,tarjeta_debito,completada,PE
TXN-002499,USR-0015,PRD-0047,Libros,1873.8,10,2024-03-20 00:00:00,billetera_digital,pendiente,AR
TXN-002500,USR-0002,PRD-0110,Libros,71.65,6,2024-10-13 00:00:00,billetera_digital,pendiente,CO
